group,part_num,block,trial_num,ratio,choice,decision,starting_ratio,ending_ratio,direction,correlation,variance
Pressure Group,103,2,67,0.9,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,103,2,68,1,1,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,103,2,69,1.1,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,103,2,70,1.2,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,103,2,71,1.3,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,103,2,72,1.4,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,1,0.6,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,2,0.7,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,3,0.8,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,4,0.9,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,5,1,1,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,6,1.1,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,7,1.2,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,8,1.3,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,9,1.4,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,10,1.4,0,1,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,1,11,1.3,0,1,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,1,12,1.2,1,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,1,13,1.1,1,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,1,14,1,0,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,1,15,0.9,0,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,1,16,0.8,0,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,1,17,0.7,0,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,1,18,0.6,0,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,1,19,0.6,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,20,0.7,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,21,0.8,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,22,0.9,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,23,1,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,24,1.1,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,25,1.2,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,26,1.3,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,27,1.4,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,28,1.4,0,1,1.4,0.6,descending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,29,1.3,0,1,1.4,0.6,descending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,30,1.2,0,1,1.4,0.6,descending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,31,1.1,0,1,1.4,0.6,descending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,32,1,0,0,1.4,0.6,descending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,33,0.9,0,0,1.4,0.6,descending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,34,0.8,0,0,1.4,0.6,descending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,35,0.7,0,0,1.4,0.6,descending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,36,0.6,0,0,1.4,0.6,descending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,37,0.6,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,38,0.7,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,39,0.8,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,40,0.9,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,41,1,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,42,1.1,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,43,1.2,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,44,1.3,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,45,1.4,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,46,1.4,0,1,1.4,0.6,descending,0.692820323027551,0.2777777777777778
Pressure Group,104,1,47,1.3,0,1,1.4,0.6,descending,0.692820323027551,0.2777777777777778
Pressure Group,104,1,48,1.2,1,0,1.4,0.6,descending,0.692820323027551,0.2777777777777778
Pressure Group,104,1,49,1.1,0,1,1.4,0.6,descending,0.692820323027551,0.2777777777777778
Pressure Group,104,1,50,1,1,1,1.4,0.6,descending,0.692820323027551,0.2777777777777778
Pressure Group,104,1,51,0.9,0,0,1.4,0.6,descending,0.692820323027551,0.2777777777777778
Pressure Group,104,1,52,0.8,0,0,1.4,0.6,descending,0.692820323027551,0.2777777777777778
Pressure Group,104,1,53,0.7,0,0,1.4,0.6,descending,0.692820323027551,0.2777777777777778
Pressure Group,104,1,54,0.6,0,0,1.4,0.6,descending,0.692820323027551,0.2777777777777778
Pressure Group,104,1,55,0.6,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,56,0.7,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,57,0.8,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,58,0.9,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,59,1,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,60,1.1,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,61,1.2,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,62,1.3,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,63,1.4,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,1,64,1.4,0,1,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,104,1,65,1.3,0,1,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,104,1,66,1.2,0,1,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,104,1,67,1.1,0,1,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,104,1,68,1,1,1,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,104,1,69,0.9,1,1,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,104,1,70,0.8,0,0,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,104,1,71,0.7,0,0,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,104,1,72,0.6,0,0,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,104,2,10,0.6,0,0,0.6,1.4,ascending,0.5477225575051661,0.1111111111111111
Pressure Group,104,2,11,0.7,0,0,0.6,1.4,ascending,0.5477225575051661,0.1111111111111111
Pressure Group,104,2,12,0.8,0,0,0.6,1.4,ascending,0.5477225575051661,0.1111111111111111
Pressure Group,104,2,13,0.9,0,0,0.6,1.4,ascending,0.5477225575051661,0.1111111111111111
Pressure Group,104,2,14,1,0,0,0.6,1.4,ascending,0.5477225575051661,0.1111111111111111
Pressure Group,104,2,15,1.1,1,0,0.6,1.4,ascending,0.5477225575051661,0.1111111111111111
Pressure Group,104,2,16,1.2,1,0,0.6,1.4,ascending,0.5477225575051661,0.1111111111111111
Pressure Group,104,2,17,1.3,1,0,0.6,1.4,ascending,0.5477225575051661,0.1111111111111111
Pressure Group,104,2,18,1.4,0,1,0.6,1.4,ascending,0.5477225575051661,0.1111111111111111
Pressure Group,104,2,19,1.4,0,1,1.4,0.6,descending,0.6210590034081187,0.19444444444444445
Pressure Group,104,2,20,1.3,1,0,1.4,0.6,descending,0.6210590034081187,0.19444444444444445
Pressure Group,104,2,21,1.2,0,1,1.4,0.6,descending,0.6210590034081187,0.19444444444444445
Pressure Group,104,2,22,1.1,1,0,1.4,0.6,descending,0.6210590034081187,0.19444444444444445
Pressure Group,104,2,23,1,0,0,1.4,0.6,descending,0.6210590034081187,0.19444444444444445
Pressure Group,104,2,24,0.9,0,0,1.4,0.6,descending,0.6210590034081187,0.19444444444444445
Pressure Group,104,2,25,0.8,0,0,1.4,0.6,descending,0.6210590034081187,0.19444444444444445
Pressure Group,104,2,26,0.7,0,0,1.4,0.6,descending,0.6210590034081187,0.19444444444444445
Pressure Group,104,2,27,0.6,0,0,1.4,0.6,descending,0.6210590034081187,0.19444444444444445
Pressure Group,104,2,28,0.6,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,2,29,0.7,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,2,30,0.8,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,2,31,0.9,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,2,32,1,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,2,33,1.1,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,2,34,1.2,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,2,35,1.3,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,2,36,1.4,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,104,2,37,1.4,0,1,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,2,38,1.3,0,1,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,2,39,1.2,1,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,2,40,1.1,1,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,2,41,1,0,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,2,42,0.9,0,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,2,43,0.8,0,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,2,44,0.7,0,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,2,45,0.6,0,0,1.4,0.6,descending,0.7245688373094719,0.19444444444444445
Pressure Group,104,2,46,0.6,0,0,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,104,2,47,0.7,0,0,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,104,2,48,0.8,0,0,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,104,2,49,0.9,0,0,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,104,2,50,1,1,1,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,104,2,51,1.1,1,0,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,104,2,52,1.2,0,1,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,104,2,53,1.3,0,1,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,104,2,54,1.4,0,1,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,104,2,55,1.4,0,1,1.4,0.6,descending,0.7302967433402215,0.25
Pressure Group,104,2,56,1.3,0,1,1.4,0.6,descending,0.7302967433402215,0.25
Pressure Group,104,2,57,1.2,1,0,1.4,0.6,descending,0.7302967433402215,0.25
Pressure Group,104,2,58,1.1,0,1,1.4,0.6,descending,0.7302967433402215,0.25
Pressure Group,104,2,59,1,0,0,1.4,0.6,descending,0.7302967433402215,0.25
Pressure Group,104,2,60,0.9,0,0,1.4,0.6,descending,0.7302967433402215,0.25
Pressure Group,104,2,61,0.8,0,0,1.4,0.6,descending,0.7302967433402215,0.25
Pressure Group,104,2,62,0.7,0,0,1.4,0.6,descending,0.7302967433402215,0.25
Pressure Group,104,2,63,0.6,0,0,1.4,0.6,descending,0.7302967433402215,0.25
Pressure Group,104,2,64,0.6,0,0,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,104,2,65,0.7,0,0,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,104,2,66,0.8,0,0,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,104,2,67,0.9,0,0,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,104,2,68,1,0,0,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,104,2,69,1.1,1,0,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,104,2,70,1.2,0,1,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,104,2,71,1.3,0,1,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,104,2,72,1.4,0,1,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,106,1,1,0.6,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,2,0.7,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,3,0.8,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,4,0.9,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,5,1,1,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,6,1.1,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,7,1.2,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,8,1.3,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,9,1.4,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,10,1.4,0,1,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,11,1.3,0,1,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,12,1.2,0,1,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,13,1.1,0,1,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,14,1,0,0,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,15,0.9,1,1,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,16,0.8,0,0,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,17,0.7,0,0,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,18,0.6,0,0,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,19,0.6,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,20,0.7,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,21,0.8,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,22,0.9,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,23,1,1,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,24,1.1,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,25,1.2,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,26,1.3,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,27,1.4,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,28,1.4,0,1,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,29,1.3,0,1,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,30,1.2,0,1,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,31,1.1,0,1,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,32,1,0,0,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,33,0.9,1,1,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,34,0.8,0,0,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,35,0.7,0,0,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,36,0.6,0,0,1.4,0.6,descending,0.7794228634059949,0.2777777777777778
Pressure Group,106,1,37,0.6,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,38,0.7,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,39,0.8,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,40,0.9,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,41,1,0,0,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,42,1.1,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,43,1.2,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,44,1.3,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,45,1.4,0,1,0.6,1.4,ascending,0.8660254037844387,0.2777777777777778
Pressure Group,106,1,46,1.4,0,1,1.4,0.6,descending,0.6390096504226938,0.25
Pressure Group,106,1,47,1.3,0,1,1.4,0.6,descending,0.6390096504226938,0.25
Pressure Group,106,1,48,1.2,0,1,1.4,0.6,descending,0.6390096504226938,0.25
Pressure Group,106,1,49,1.1,0,1,1.4,0.6,descending,0.6390096504226938,0.25
Pressure Group,106,1,50,1,1,1,1.4,0.6,descending,0.6390096504226938,0.25
Pressure Group,106,1,51,0.9,0,0,1.4,0.6,descending,0.6390096504226938,0.25
Pressure Group,106,1,52,0.8,0,0,1.4,0.6,descending,0.6390096504226938,0.25
Pressure Group,106,1,53,0.7,1,1,1.4,0.6,descending,0.6390096504226938,0.25
Pressure Group,106,1,54,0.6,0,0,1.4,0.6,descending,0.6390096504226938,0.25
Pressure Group,106,1,55,0.6,0,0,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,1,56,0.7,0,0,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,1,57,0.8,0,0,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,1,58,0.9,1,1,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,1,59,1,1,1,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,1,60,1.1,0,1,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,1,61,1.2,0,1,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,1,62,1.3,0,1,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,1,63,1.4,0,1,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,1,64,1.4,0,1,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,106,1,65,1.3,0,1,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,106,1,66,1.2,0,1,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,106,1,67,1.1,0,1,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,106,1,68,1,1,1,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,106,1,69,0.9,1,1,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,106,1,70,0.8,0,0,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,106,1,71,0.7,0,0,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,106,1,72,0.6,0,0,1.4,0.6,descending,0.8215838362577492,0.25
Pressure Group,106,2,10,0.6,0,0,0.6,1.4,ascending,0.7245688373094719,0.19444444444444445
Pressure Group,106,2,11,0.7,0,0,0.6,1.4,ascending,0.7245688373094719,0.19444444444444445
Pressure Group,106,2,12,0.8,0,0,0.6,1.4,ascending,0.7245688373094719,0.19444444444444445
Pressure Group,106,2,13,0.9,0,0,0.6,1.4,ascending,0.7245688373094719,0.19444444444444445
Pressure Group,106,2,14,1,0,0,0.6,1.4,ascending,0.7245688373094719,0.19444444444444445
Pressure Group,106,2,15,1.1,1,0,0.6,1.4,ascending,0.7245688373094719,0.19444444444444445
Pressure Group,106,2,16,1.2,1,0,0.6,1.4,ascending,0.7245688373094719,0.19444444444444445
Pressure Group,106,2,17,1.3,0,1,0.6,1.4,ascending,0.7245688373094719,0.19444444444444445
Pressure Group,106,2,18,1.4,0,1,0.6,1.4,ascending,0.7245688373094719,0.19444444444444445
Pressure Group,106,2,19,1.4,0,1,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,20,1.3,0,1,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,21,1.2,0,1,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,22,1.1,1,0,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,23,1,0,0,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,24,0.9,1,1,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,25,0.8,0,0,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,26,0.7,0,0,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,27,0.6,0,0,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,28,0.6,1,1,0.6,1.4,ascending,0.5196152422706632,0.2777777777777778
Pressure Group,106,2,29,0.7,0,0,0.6,1.4,ascending,0.5196152422706632,0.2777777777777778
Pressure Group,106,2,30,0.8,0,0,0.6,1.4,ascending,0.5196152422706632,0.2777777777777778
Pressure Group,106,2,31,0.9,0,0,0.6,1.4,ascending,0.5196152422706632,0.2777777777777778
Pressure Group,106,2,32,1,0,0,0.6,1.4,ascending,0.5196152422706632,0.2777777777777778
Pressure Group,106,2,33,1.1,0,1,0.6,1.4,ascending,0.5196152422706632,0.2777777777777778
Pressure Group,106,2,34,1.2,0,1,0.6,1.4,ascending,0.5196152422706632,0.2777777777777778
Pressure Group,106,2,35,1.3,0,1,0.6,1.4,ascending,0.5196152422706632,0.2777777777777778
Pressure Group,106,2,36,1.4,0,1,0.6,1.4,ascending,0.5196152422706632,0.2777777777777778
Pressure Group,106,2,37,1.4,0,1,1.4,0.6,descending,0.5477225575051662,0.25
Pressure Group,106,2,38,1.3,0,1,1.4,0.6,descending,0.5477225575051662,0.25
Pressure Group,106,2,39,1.2,0,1,1.4,0.6,descending,0.5477225575051662,0.25
Pressure Group,106,2,40,1.1,1,0,1.4,0.6,descending,0.5477225575051662,0.25
Pressure Group,106,2,41,1,1,1,1.4,0.6,descending,0.5477225575051662,0.25
Pressure Group,106,2,42,0.9,1,1,1.4,0.6,descending,0.5477225575051662,0.25
Pressure Group,106,2,43,0.8,1,1,1.4,0.6,descending,0.5477225575051662,0.25
Pressure Group,106,2,44,0.7,0,0,1.4,0.6,descending,0.5477225575051662,0.25
Pressure Group,106,2,45,0.6,0,0,1.4,0.6,descending,0.5477225575051662,0.25
Pressure Group,106,2,46,0.6,0,0,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,106,2,47,0.7,0,0,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,106,2,48,0.8,0,0,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,106,2,49,0.9,0,0,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,106,2,50,1,1,1,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,106,2,51,1.1,1,0,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,106,2,52,1.2,0,1,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,106,2,53,1.3,0,1,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,106,2,54,1.4,0,1,0.6,1.4,ascending,0.7794228634059948,0.2777777777777778
Pressure Group,106,2,55,1.4,0,1,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,56,1.3,0,1,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,57,1.2,0,1,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,58,1.1,1,0,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,59,1,1,1,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,60,0.9,1,1,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,61,0.8,0,0,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,62,0.7,0,0,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,63,0.6,0,0,1.4,0.6,descending,0.6928203230275509,0.2777777777777778
Pressure Group,106,2,64,0.6,0,0,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,2,65,0.7,0,0,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,2,66,0.8,0,0,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,2,67,0.9,1,1,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,2,68,1,1,1,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,2,69,1.1,0,1,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,2,70,1.2,0,1,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,2,71,1.3,0,1,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,106,2,72,1.4,0,1,0.6,1.4,ascending,0.8215838362577492,0.25
Pressure Group,107,1,1,0.6,0,0,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,107,1,2,0.7,0,0,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,107,1,3,0.8,0,0,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,107,1,4,0.9,0,0,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,107,1,5,1,0,0,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,107,1,6,1.1,1,0,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,107,1,7,1.2,0,1,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,107,1,8,1.3,0,1,0.6,1.4,ascending,0.8215838362577491,0.25
Pressure Group,107,1,9,1.4,0,1,0.6,1.4,ascending,0.8215838362577491,0.25
